query_index,query_title,query_label,recommended_rank,recommended_title,recommended_label,similarity_score,same_label
89,Research for Personalized Learning Reasource Recommendation Model based on Academic Emotions,collaborator_recommendation,1,A Personalized Explainable Learner Implicit Friend Recommendation Method,collaborator_recommendation,0.9346388578414917,1
89,Research for Personalized Learning Reasource Recommendation Model based on Academic Emotions,collaborator_recommendation,2,The Significance of Enhancing Data Fairness in Educational Recommender Systems,fairness_recommender,0.9174200296401978,0
89,Research for Personalized Learning Reasource Recommendation Model based on Academic Emotions,collaborator_recommendation,3,A social recommendation system for academic collaboration in undergraduate research,collaborator_recommendation,0.9135767817497253,1
89,Research for Personalized Learning Reasource Recommendation Model based on Academic Emotions,collaborator_recommendation,4,A Framework of Prompting Intelligent System for Academic Advising Using Recommendation System Based on Association Rules,collaborator_recommendation,0.9091759324073792,1
89,Research for Personalized Learning Reasource Recommendation Model based on Academic Emotions,collaborator_recommendation,5,A Nearest Neighbor Based Personal Rank Algorithm for Collaborator Recommendation,collaborator_recommendation,0.908486008644104,1
90,An AI-Based Classification and Recommendation System for Digital Libraries,collaborator_recommendation,1,A Personalization-Oriented Academic Literature Recommendation Method,collaborator_recommendation,0.9297596216201782,1
90,An AI-Based Classification and Recommendation System for Digital Libraries,collaborator_recommendation,2,A Survey on Recommendation System for Future Researchers Using Classifiers,collaborator_recommendation,0.9291037917137146,1
90,An AI-Based Classification and Recommendation System for Digital Libraries,collaborator_recommendation,3,A Framework of Prompting Intelligent System for Academic Advising Using Recommendation System Based on Association Rules,collaborator_recommendation,0.922477662563324,1
90,An AI-Based Classification and Recommendation System for Digital Libraries,collaborator_recommendation,4,A fuzzy expert system based recommendation model for nuclear wastewater research collaborators,collaborator_recommendation,0.9176755547523499,1
90,An AI-Based Classification and Recommendation System for Digital Libraries,collaborator_recommendation,5,An Integrated Approach to Research Paper and Expertise Recommendation in Academic Research,collaborator_recommendation,0.9172524809837341,1
91,A Personalized Explainable Learner Implicit Friend Recommendation Method,collaborator_recommendation,1,Scholar-Friend Recommendation in Online Academic Communities: Approach based on Heterogeneous Network,collaborator_recommendation,0.9547199010848999,1
91,A Personalized Explainable Learner Implicit Friend Recommendation Method,collaborator_recommendation,2,A Hybrid Recommendation Method Integrating the Social Trust Network and Local Social Influence of Users,collaborator_recommendation,0.948914647102356,1
91,A Personalized Explainable Learner Implicit Friend Recommendation Method,collaborator_recommendation,3,A Nearest Neighbor Based Personal Rank Algorithm for Collaborator Recommendation,collaborator_recommendation,0.9487513303756714,1
91,A Personalized Explainable Learner Implicit Friend Recommendation Method,collaborator_recommendation,4,Attribute-Aware Graph Recurrent Networks for Scholarly Friend Recommendation Based on Internet of Scholars in Scholarly Big Data,collaborator_recommendation,0.9384236335754395,1
91,A Personalized Explainable Learner Implicit Friend Recommendation Method,collaborator_recommendation,5,Content-Enhanced Network Embedding for Academic Collaborator Recommendation,collaborator_recommendation,0.938058078289032,1
92,A Survey on Recommendation System for Future Researchers Using Classifiers,collaborator_recommendation,1,A Survey on Citation Recommendation System,citation_recommendation,0.9388637542724609,0
92,A Survey on Recommendation System for Future Researchers Using Classifiers,collaborator_recommendation,2,A Personalization-Oriented Academic Literature Recommendation Method,collaborator_recommendation,0.9380900859832764,1
92,A Survey on Recommendation System for Future Researchers Using Classifiers,collaborator_recommendation,3,Chronological citation recommendation with time preference,citation_recommendation,0.9305408000946045,0
92,A Survey on Recommendation System for Future Researchers Using Classifiers,collaborator_recommendation,4,An AI-Based Classification and Recommendation System for Digital Libraries,collaborator_recommendation,0.9291037917137146,1
92,A Survey on Recommendation System for Future Researchers Using Classifiers,collaborator_recommendation,5,Research paper recommendation system based on multiple features from citation network,citation_recommendation,0.9283576011657715,0
93,Performance Evaluation of Movie-based Recommendation Systems using Hybrid Machine Learning Models,collaborator_recommendation,1,A Hybrid Recommendation Method Integrating the Social Trust Network and Local Social Influence of Users,collaborator_recommendation,0.9235938787460327,1
93,Performance Evaluation of Movie-based Recommendation Systems using Hybrid Machine Learning Models,collaborator_recommendation,2,A Two-Stage Calibration Approach for Mitigating Bias and Fairness in Recommender Systems,fairness_recommender,0.9203052520751953,0
93,Performance Evaluation of Movie-based Recommendation Systems using Hybrid Machine Learning Models,collaborator_recommendation,3,Improvement of Collaborative Filtering Recommendation Algorithm Based on Intuitionistic Fuzzy Reasoning Under Missing Data,collaborator_recommendation,0.9172003269195557,1
93,Performance Evaluation of Movie-based Recommendation Systems using Hybrid Machine Learning Models,collaborator_recommendation,4,A Survey on Recommendation System for Future Researchers Using Classifiers,collaborator_recommendation,0.9170351028442383,1
93,Performance Evaluation of Movie-based Recommendation Systems using Hybrid Machine Learning Models,collaborator_recommendation,5,"Beyond-accuracy: a review on diversity, serendipity, and fairness in recommender systems based on graph neural networks",fairness_recommender,0.916771650314331,0
94,A Personalization-Oriented Academic Literature Recommendation Method,collaborator_recommendation,1,Citation Recommendation with a Content-Sensitive DeepWalk Based Approach,citation_recommendation,0.9510549902915955,0
94,A Personalization-Oriented Academic Literature Recommendation Method,collaborator_recommendation,2,Personalized Academic Research Paper Recommendation System,collaborator_recommendation,0.9504860043525696,1
94,A Personalization-Oriented Academic Literature Recommendation Method,collaborator_recommendation,3,Many-to-Many Collaborator Recommendation Based on Matching Markets Theory,collaborator_recommendation,0.9473113417625427,1
94,A Personalization-Oriented Academic Literature Recommendation Method,collaborator_recommendation,4,Bibliographic Network Representation Based Personalized Citation Recommendation,citation_recommendation,0.9464952349662781,0
94,A Personalization-Oriented Academic Literature Recommendation Method,collaborator_recommendation,5,Research paper recommendation system based on multiple features from citation network,citation_recommendation,0.9459280371665955,0
95,Integrating Building Information Modelling into Construction Project Management Education in Australia: A Comprehensive Review of Industry Needs and Academic Gaps,collaborator_recommendation,1,"SDG 4, Academic Integrity and Artificial Intelligence: Clash or Win-Win Cooperation?",collaborator_recommendation,0.8916301131248474,1
95,Integrating Building Information Modelling into Construction Project Management Education in Australia: A Comprehensive Review of Industry Needs and Academic Gaps,collaborator_recommendation,2,A teamwork framework for preventing breaches of academic integrity and improving students’ collaborative skills in the AI era,collaborator_recommendation,0.8913267850875854,1
95,Integrating Building Information Modelling into Construction Project Management Education in Australia: A Comprehensive Review of Industry Needs and Academic Gaps,collaborator_recommendation,3,The global landscape of academic guidelines for generative AI and Large Language Models,collaborator_recommendation,0.8898969292640686,1
95,Integrating Building Information Modelling into Construction Project Management Education in Australia: A Comprehensive Review of Industry Needs and Academic Gaps,collaborator_recommendation,4,Exploring the Impact of Digital Competence and Technology Acceptance on Academic Performance in Physical Education and Sports Science Students,collaborator_recommendation,0.8840632438659668,1
95,Integrating Building Information Modelling into Construction Project Management Education in Australia: A Comprehensive Review of Industry Needs and Academic Gaps,collaborator_recommendation,5,Exploring Overreliance on AI Tools in English for Specific Purposes Courses: Challenges and Implications for Learning and Academic Integrity,collaborator_recommendation,0.8813990354537964,1
96,ChatGPT in Doctoral Supervision: Proposing a Tripartite Mentoring Model for AI-Assisted Academic Guidance,collaborator_recommendation,1,The global landscape of academic guidelines for generative AI and Large Language Models,collaborator_recommendation,0.9290688633918762,1
96,ChatGPT in Doctoral Supervision: Proposing a Tripartite Mentoring Model for AI-Assisted Academic Guidance,collaborator_recommendation,2,"Challenges, Benefits and Recommendations for Using Generative Artificial Intelligence in Academic Writing - A Case of ChatGPT",collaborator_recommendation,0.9186683297157288,1
96,ChatGPT in Doctoral Supervision: Proposing a Tripartite Mentoring Model for AI-Assisted Academic Guidance,collaborator_recommendation,3,Exploring Overreliance on AI Tools in English for Specific Purposes Courses: Challenges and Implications for Learning and Academic Integrity,collaborator_recommendation,0.9006876945495605,1
96,ChatGPT in Doctoral Supervision: Proposing a Tripartite Mentoring Model for AI-Assisted Academic Guidance,collaborator_recommendation,4,A teamwork framework for preventing breaches of academic integrity and improving students’ collaborative skills in the AI era,collaborator_recommendation,0.8976761102676392,1
96,ChatGPT in Doctoral Supervision: Proposing a Tripartite Mentoring Model for AI-Assisted Academic Guidance,collaborator_recommendation,5,An Integrated Approach to Research Paper and Expertise Recommendation in Academic Research,collaborator_recommendation,0.8947267532348633,1
97,Helping university students to choose elective courses by using a hybrid multi-criteria recommendation system with genetic optimization,collaborator_recommendation,1,A Framework of Prompting Intelligent System for Academic Advising Using Recommendation System Based on Association Rules,collaborator_recommendation,0.9378811717033386,1
97,Helping university students to choose elective courses by using a hybrid multi-criteria recommendation system with genetic optimization,collaborator_recommendation,2,UniNet: Next Term Course Recommendation using Deep Learning,collaborator_recommendation,0.9230210185050964,1
97,Helping university students to choose elective courses by using a hybrid multi-criteria recommendation system with genetic optimization,collaborator_recommendation,3,Fuzzy Logic and Machine Learning-Enabled Recommendation System to Predict Suitable Academic Program for Students,collaborator_recommendation,0.9199239611625671,1
97,Helping university students to choose elective courses by using a hybrid multi-criteria recommendation system with genetic optimization,collaborator_recommendation,4,An AI-Based Classification and Recommendation System for Digital Libraries,collaborator_recommendation,0.9156807065010071,1
97,Helping university students to choose elective courses by using a hybrid multi-criteria recommendation system with genetic optimization,collaborator_recommendation,5,An Integrated Approach to Research Paper and Expertise Recommendation in Academic Research,collaborator_recommendation,0.9147374033927917,1
98,Exploring Overreliance on AI Tools in English for Specific Purposes Courses: Challenges and Implications for Learning and Academic Integrity,collaborator_recommendation,1,A teamwork framework for preventing breaches of academic integrity and improving students’ collaborative skills in the AI era,collaborator_recommendation,0.9373244643211365,1
98,Exploring Overreliance on AI Tools in English for Specific Purposes Courses: Challenges and Implications for Learning and Academic Integrity,collaborator_recommendation,2,"Challenges, Benefits and Recommendations for Using Generative Artificial Intelligence in Academic Writing - A Case of ChatGPT",collaborator_recommendation,0.929915726184845,1
98,Exploring Overreliance on AI Tools in English for Specific Purposes Courses: Challenges and Implications for Learning and Academic Integrity,collaborator_recommendation,3,The global landscape of academic guidelines for generative AI and Large Language Models,collaborator_recommendation,0.9265255928039551,1
98,Exploring Overreliance on AI Tools in English for Specific Purposes Courses: Challenges and Implications for Learning and Academic Integrity,collaborator_recommendation,4,"SDG 4, Academic Integrity and Artificial Intelligence: Clash or Win-Win Cooperation?",collaborator_recommendation,0.9124343395233154,1
98,Exploring Overreliance on AI Tools in English for Specific Purposes Courses: Challenges and Implications for Learning and Academic Integrity,collaborator_recommendation,5,ChatGPT in Doctoral Supervision: Proposing a Tripartite Mentoring Model for AI-Assisted Academic Guidance,collaborator_recommendation,0.9006876945495605,1
99,Neural News Recommendation with Collaborative News Encoding and Structural User Encoding,collaborator_recommendation,1,MACRec: A Meta-learning Enhanced Model for Academic Collaborator Recommendation,collaborator_recommendation,0.9221027493476868,1
99,Neural News Recommendation with Collaborative News Encoding and Structural User Encoding,collaborator_recommendation,2,Attention-Based Personalized Encoder-Decoder Model for Local Citation Recommendation,citation_recommendation,0.9199187755584717,0
99,Neural News Recommendation with Collaborative News Encoding and Structural User Encoding,collaborator_recommendation,3,TNERec: Topic-Aware Network Embedding for Scientific Collaborator Recommendation,collaborator_recommendation,0.9151337742805481,1
99,Neural News Recommendation with Collaborative News Encoding and Structural User Encoding,collaborator_recommendation,4,A multi-level fusion based decision support system for academic collaborator recommendation,collaborator_recommendation,0.9132139086723328,1
99,Neural News Recommendation with Collaborative News Encoding and Structural User Encoding,collaborator_recommendation,5,Global Citation Recommendation employing Multi-view Heterogeneous Network Embedding,citation_recommendation,0.9116909503936768,0
100,Addressing the Shortage of Academic Nurse Educators,collaborator_recommendation,1,Undergraduate Medical Education Curriculum Reforms in Pakistan: A Mixed Methods Study of Academic Leadership Perspectives,collaborator_recommendation,0.8851684927940369,1
100,Addressing the Shortage of Academic Nurse Educators,collaborator_recommendation,2,What Are We REALLY Looking for in a Letter of Recommendation?,collaborator_recommendation,0.8784427046775818,1
100,Addressing the Shortage of Academic Nurse Educators,collaborator_recommendation,3,A teamwork framework for preventing breaches of academic integrity and improving students’ collaborative skills in the AI era,collaborator_recommendation,0.8741680383682251,1
100,Addressing the Shortage of Academic Nurse Educators,collaborator_recommendation,4,Conceptual model of knowledge management system for scholarly publication cycle in academic institution,collaborator_recommendation,0.8725403547286987,1
100,Addressing the Shortage of Academic Nurse Educators,collaborator_recommendation,5,ChatGPT in Doctoral Supervision: Proposing a Tripartite Mentoring Model for AI-Assisted Academic Guidance,collaborator_recommendation,0.8717010021209717,1
101,Personalized Academic Research Paper Recommendation System,collaborator_recommendation,1,A Personalization-Oriented Academic Literature Recommendation Method,collaborator_recommendation,0.9504860043525696,1
101,Personalized Academic Research Paper Recommendation System,collaborator_recommendation,2,Bibliographic Network Representation Based Personalized Citation Recommendation,citation_recommendation,0.9384962320327759,0
101,Personalized Academic Research Paper Recommendation System,collaborator_recommendation,3,Research paper recommendation system based on multiple features from citation network,citation_recommendation,0.9346716403961182,0
101,Personalized Academic Research Paper Recommendation System,collaborator_recommendation,4,Citation Recommendation with a Content-Sensitive DeepWalk Based Approach,citation_recommendation,0.9344091415405273,0
101,Personalized Academic Research Paper Recommendation System,collaborator_recommendation,5,An Integrated Approach to Research Paper and Expertise Recommendation in Academic Research,collaborator_recommendation,0.9341008067131042,1
102,"SDG 4, Academic Integrity and Artificial Intelligence: Clash or Win-Win Cooperation?",collaborator_recommendation,1,Leveraging artificial intelligence for sustainable knowledge organisation in academic libraries,collaborator_recommendation,0.9337655901908875,1
102,"SDG 4, Academic Integrity and Artificial Intelligence: Clash or Win-Win Cooperation?",collaborator_recommendation,2,The global landscape of academic guidelines for generative AI and Large Language Models,collaborator_recommendation,0.9311389923095703,1
102,"SDG 4, Academic Integrity and Artificial Intelligence: Clash or Win-Win Cooperation?",collaborator_recommendation,3,"Challenges, Benefits and Recommendations for Using Generative Artificial Intelligence in Academic Writing - A Case of ChatGPT",collaborator_recommendation,0.9205912351608276,1
102,"SDG 4, Academic Integrity and Artificial Intelligence: Clash or Win-Win Cooperation?",collaborator_recommendation,4,Exploring Overreliance on AI Tools in English for Specific Purposes Courses: Challenges and Implications for Learning and Academic Integrity,collaborator_recommendation,0.9124343395233154,1
102,"SDG 4, Academic Integrity and Artificial Intelligence: Clash or Win-Win Cooperation?",collaborator_recommendation,5,Conceptual model of knowledge management system for scholarly publication cycle in academic institution,collaborator_recommendation,0.8991347551345825,1
103,What Are We REALLY Looking for in a Letter of Recommendation?,collaborator_recommendation,1,Undergraduate Medical Education Curriculum Reforms in Pakistan: A Mixed Methods Study of Academic Leadership Perspectives,collaborator_recommendation,0.9061307907104492,1
103,What Are We REALLY Looking for in a Letter of Recommendation?,collaborator_recommendation,2,ChatGPT in Doctoral Supervision: Proposing a Tripartite Mentoring Model for AI-Assisted Academic Guidance,collaborator_recommendation,0.8833267688751221,1
103,What Are We REALLY Looking for in a Letter of Recommendation?,collaborator_recommendation,3,Addressing the Shortage of Academic Nurse Educators,collaborator_recommendation,0.8784427046775818,1
103,What Are We REALLY Looking for in a Letter of Recommendation?,collaborator_recommendation,4,"Fairness in Algorithmic Decision-Making: Applications in Multi-Winner Voting, Machine Learning, and Recommender Systems",fairness_recommender,0.875033438205719,0
103,What Are We REALLY Looking for in a Letter of Recommendation?,collaborator_recommendation,5,A teamwork framework for preventing breaches of academic integrity and improving students’ collaborative skills in the AI era,collaborator_recommendation,0.8687887191772461,1
104,"Challenges, Benefits and Recommendations for Using Generative Artificial Intelligence in Academic Writing - A Case of ChatGPT",collaborator_recommendation,1,The global landscape of academic guidelines for generative AI and Large Language Models,collaborator_recommendation,0.9555033445358276,1
104,"Challenges, Benefits and Recommendations for Using Generative Artificial Intelligence in Academic Writing - A Case of ChatGPT",collaborator_recommendation,2,Exploring Overreliance on AI Tools in English for Specific Purposes Courses: Challenges and Implications for Learning and Academic Integrity,collaborator_recommendation,0.929915726184845,1
104,"Challenges, Benefits and Recommendations for Using Generative Artificial Intelligence in Academic Writing - A Case of ChatGPT",collaborator_recommendation,3,"SDG 4, Academic Integrity and Artificial Intelligence: Clash or Win-Win Cooperation?",collaborator_recommendation,0.9205912351608276,1
104,"Challenges, Benefits and Recommendations for Using Generative Artificial Intelligence in Academic Writing - A Case of ChatGPT",collaborator_recommendation,4,ChatGPT in Doctoral Supervision: Proposing a Tripartite Mentoring Model for AI-Assisted Academic Guidance,collaborator_recommendation,0.9186683297157288,1
104,"Challenges, Benefits and Recommendations for Using Generative Artificial Intelligence in Academic Writing - A Case of ChatGPT",collaborator_recommendation,5,A teamwork framework for preventing breaches of academic integrity and improving students’ collaborative skills in the AI era,collaborator_recommendation,0.9131697416305542,1
105,Leveraging artificial intelligence for sustainable knowledge organisation in academic libraries,collaborator_recommendation,1,"SDG 4, Academic Integrity and Artificial Intelligence: Clash or Win-Win Cooperation?",collaborator_recommendation,0.9337655901908875,1
105,Leveraging artificial intelligence for sustainable knowledge organisation in academic libraries,collaborator_recommendation,2,Conceptual model of knowledge management system for scholarly publication cycle in academic institution,collaborator_recommendation,0.9009785652160645,1
105,Leveraging artificial intelligence for sustainable knowledge organisation in academic libraries,collaborator_recommendation,3,"Challenges, Benefits and Recommendations for Using Generative Artificial Intelligence in Academic Writing - A Case of ChatGPT",collaborator_recommendation,0.9004106521606445,1
105,Leveraging artificial intelligence for sustainable knowledge organisation in academic libraries,collaborator_recommendation,4,The global landscape of academic guidelines for generative AI and Large Language Models,collaborator_recommendation,0.8999238610267639,1
105,Leveraging artificial intelligence for sustainable knowledge organisation in academic libraries,collaborator_recommendation,5,"Cloud-Based Big Data Management and Analytics for Scholarly Resources: Current Trends, Challenges and Scope for Future Research",collaborator_recommendation,0.8812228441238403,1
106,Personalized scientific and technological literature resources recommendation based on deep learning,collaborator_recommendation,1,DocCit2Vec: Citation Recommendation via Embedding of Content and Structural Contexts,citation_recommendation,0.9483267664909363,0
106,Personalized scientific and technological literature resources recommendation based on deep learning,collaborator_recommendation,2,A multi-level fusion based decision support system for academic collaborator recommendation,collaborator_recommendation,0.9438109397888184,1
106,Personalized scientific and technological literature resources recommendation based on deep learning,collaborator_recommendation,3,Collaborative Filtering With Network Representation Learning for Citation Recommendation,citation_recommendation,0.9437355995178223,0
106,Personalized scientific and technological literature resources recommendation based on deep learning,collaborator_recommendation,4,TNERec: Topic-Aware Network Embedding for Scientific Collaborator Recommendation,collaborator_recommendation,0.9422428011894226,1
106,Personalized scientific and technological literature resources recommendation based on deep learning,collaborator_recommendation,5,Citation Recommendation with a Content-Sensitive DeepWalk Based Approach,citation_recommendation,0.9408984184265137,0
107,Recommendation for Key-Derivation Methods in Key-Establishment Schemes,collaborator_recommendation,1,The Emerging Imperative for a Consensus Approach Toward the Rating and Clinical Recommendation of Mental Health Apps,collaborator_recommendation,0.8513319492340088,1
107,Recommendation for Key-Derivation Methods in Key-Establishment Schemes,collaborator_recommendation,2,Tutorial on Fairness of Machine Learning in Recommender Systems,fairness_recommender,0.8511562943458557,0
107,Recommendation for Key-Derivation Methods in Key-Establishment Schemes,collaborator_recommendation,3,CIKM 2021 Tutorial on Fairness of Machine Learning in Recommender Systems,fairness_recommender,0.8508214354515076,0
107,Recommendation for Key-Derivation Methods in Key-Establishment Schemes,collaborator_recommendation,4,"Transparency, Privacy, and Fairness in Recommender Systems",fairness_recommender,0.8472337126731873,0
107,Recommendation for Key-Derivation Methods in Key-Establishment Schemes,collaborator_recommendation,5,A Survey on Fairness-aware Recommender Systems,fairness_recommender,0.8465913534164429,0
108,Improvement of Collaborative Filtering Recommendation Algorithm Based on Intuitionistic Fuzzy Reasoning Under Missing Data,collaborator_recommendation,1,A Hybrid Recommendation Method Integrating the Social Trust Network and Local Social Influence of Users,collaborator_recommendation,0.9541623592376709,1
108,Improvement of Collaborative Filtering Recommendation Algorithm Based on Intuitionistic Fuzzy Reasoning Under Missing Data,collaborator_recommendation,2,A Personalization-Oriented Academic Literature Recommendation Method,collaborator_recommendation,0.9320496320724487,1
108,Improvement of Collaborative Filtering Recommendation Algorithm Based on Intuitionistic Fuzzy Reasoning Under Missing Data,collaborator_recommendation,3,Many-to-Many Collaborator Recommendation Based on Matching Markets Theory,collaborator_recommendation,0.9300639033317566,1
108,Improvement of Collaborative Filtering Recommendation Algorithm Based on Intuitionistic Fuzzy Reasoning Under Missing Data,collaborator_recommendation,4,A fuzzy expert system based recommendation model for nuclear wastewater research collaborators,collaborator_recommendation,0.9259465932846069,1
108,Improvement of Collaborative Filtering Recommendation Algorithm Based on Intuitionistic Fuzzy Reasoning Under Missing Data,collaborator_recommendation,5,A Personalized Explainable Learner Implicit Friend Recommendation Method,collaborator_recommendation,0.9181930422782898,1
109,The global landscape of academic guidelines for generative AI and Large Language Models,collaborator_recommendation,1,"Challenges, Benefits and Recommendations for Using Generative Artificial Intelligence in Academic Writing - A Case of ChatGPT",collaborator_recommendation,0.9555033445358276,1
109,The global landscape of academic guidelines for generative AI and Large Language Models,collaborator_recommendation,2,"SDG 4, Academic Integrity and Artificial Intelligence: Clash or Win-Win Cooperation?",collaborator_recommendation,0.9311389923095703,1
109,The global landscape of academic guidelines for generative AI and Large Language Models,collaborator_recommendation,3,ChatGPT in Doctoral Supervision: Proposing a Tripartite Mentoring Model for AI-Assisted Academic Guidance,collaborator_recommendation,0.9290688633918762,1
109,The global landscape of academic guidelines for generative AI and Large Language Models,collaborator_recommendation,4,Exploring Overreliance on AI Tools in English for Specific Purposes Courses: Challenges and Implications for Learning and Academic Integrity,collaborator_recommendation,0.9265255928039551,1
109,The global landscape of academic guidelines for generative AI and Large Language Models,collaborator_recommendation,5,A teamwork framework for preventing breaches of academic integrity and improving students’ collaborative skills in the AI era,collaborator_recommendation,0.9083333611488342,1
110,Exploring the Impact of Digital Competence and Technology Acceptance on Academic Performance in Physical Education and Sports Science Students,collaborator_recommendation,1,Exploring Overreliance on AI Tools in English for Specific Purposes Courses: Challenges and Implications for Learning and Academic Integrity,collaborator_recommendation,0.8981346487998962,1
110,Exploring the Impact of Digital Competence and Technology Acceptance on Academic Performance in Physical Education and Sports Science Students,collaborator_recommendation,2,Modeling Academic Research Collaborator Selection Using an Integrated Model,collaborator_recommendation,0.8939355611801147,1
110,Exploring the Impact of Digital Competence and Technology Acceptance on Academic Performance in Physical Education and Sports Science Students,collaborator_recommendation,3,Integrating Building Information Modelling into Construction Project Management Education in Australia: A Comprehensive Review of Industry Needs and Academic Gaps,collaborator_recommendation,0.8840632438659668,1
110,Exploring the Impact of Digital Competence and Technology Acceptance on Academic Performance in Physical Education and Sports Science Students,collaborator_recommendation,4,A teamwork framework for preventing breaches of academic integrity and improving students’ collaborative skills in the AI era,collaborator_recommendation,0.8786223530769348,1
110,Exploring the Impact of Digital Competence and Technology Acceptance on Academic Performance in Physical Education and Sports Science Students,collaborator_recommendation,5,"SDG 4, Academic Integrity and Artificial Intelligence: Clash or Win-Win Cooperation?",collaborator_recommendation,0.8745230436325073,1
111,The Emerging Imperative for a Consensus Approach Toward the Rating and Clinical Recommendation of Mental Health Apps,collaborator_recommendation,1,Understanding Fairness in Recommender Systems: A Healthcare Perspective,fairness_recommender,0.8992824554443359,0
111,The Emerging Imperative for a Consensus Approach Toward the Rating and Clinical Recommendation of Mental Health Apps,collaborator_recommendation,2,A review on individual and multistakeholder fairness in tourism recommender systems,fairness_recommender,0.8960892558097839,0
111,The Emerging Imperative for a Consensus Approach Toward the Rating and Clinical Recommendation of Mental Health Apps,collaborator_recommendation,3,Consumer-side fairness in recommender systems: a systematic survey of methods and evaluation,fairness_recommender,0.8934556245803833,0
111,The Emerging Imperative for a Consensus Approach Toward the Rating and Clinical Recommendation of Mental Health Apps,collaborator_recommendation,4,Consumer Fairness in Recommender Systems: Contextualizing Definitions and Mitigations,fairness_recommender,0.886407732963562,0
111,The Emerging Imperative for a Consensus Approach Toward the Rating and Clinical Recommendation of Mental Health Apps,collaborator_recommendation,5,The global landscape of academic guidelines for generative AI and Large Language Models,collaborator_recommendation,0.8854727745056152,1
112,Exploring the Impact of Collaborative Learning on Student Motivation and Academic Achievement in Higher Education,collaborator_recommendation,1,A teamwork framework for preventing breaches of academic integrity and improving students’ collaborative skills in the AI era,collaborator_recommendation,0.9095260500907898,1
112,Exploring the Impact of Collaborative Learning on Student Motivation and Academic Achievement in Higher Education,collaborator_recommendation,2,Exploring Overreliance on AI Tools in English for Specific Purposes Courses: Challenges and Implications for Learning and Academic Integrity,collaborator_recommendation,0.8949809074401855,1
112,Exploring the Impact of Collaborative Learning on Student Motivation and Academic Achievement in Higher Education,collaborator_recommendation,3,ChatGPT in Doctoral Supervision: Proposing a Tripartite Mentoring Model for AI-Assisted Academic Guidance,collaborator_recommendation,0.8908520936965942,1
112,Exploring the Impact of Collaborative Learning on Student Motivation and Academic Achievement in Higher Education,collaborator_recommendation,4,The global landscape of academic guidelines for generative AI and Large Language Models,collaborator_recommendation,0.878067135810852,1
112,Exploring the Impact of Collaborative Learning on Student Motivation and Academic Achievement in Higher Education,collaborator_recommendation,5,Modeling Academic Research Collaborator Selection Using an Integrated Model,collaborator_recommendation,0.8753495812416077,1
113,A teamwork framework for preventing breaches of academic integrity and improving students’ collaborative skills in the AI era,collaborator_recommendation,1,Exploring Overreliance on AI Tools in English for Specific Purposes Courses: Challenges and Implications for Learning and Academic Integrity,collaborator_recommendation,0.9373244643211365,1
113,A teamwork framework for preventing breaches of academic integrity and improving students’ collaborative skills in the AI era,collaborator_recommendation,2,"Challenges, Benefits and Recommendations for Using Generative Artificial Intelligence in Academic Writing - A Case of ChatGPT",collaborator_recommendation,0.9131697416305542,1
113,A teamwork framework for preventing breaches of academic integrity and improving students’ collaborative skills in the AI era,collaborator_recommendation,3,Exploring the Impact of Collaborative Learning on Student Motivation and Academic Achievement in Higher Education,collaborator_recommendation,0.9095260500907898,1
113,A teamwork framework for preventing breaches of academic integrity and improving students’ collaborative skills in the AI era,collaborator_recommendation,4,The global landscape of academic guidelines for generative AI and Large Language Models,collaborator_recommendation,0.9083333611488342,1
113,A teamwork framework for preventing breaches of academic integrity and improving students’ collaborative skills in the AI era,collaborator_recommendation,5,ChatGPT in Doctoral Supervision: Proposing a Tripartite Mentoring Model for AI-Assisted Academic Guidance,collaborator_recommendation,0.8976761102676392,1
114,Undergraduate Medical Education Curriculum Reforms in Pakistan: A Mixed Methods Study of Academic Leadership Perspectives,collaborator_recommendation,1,What Are We REALLY Looking for in a Letter of Recommendation?,collaborator_recommendation,0.9061307907104492,1
114,Undergraduate Medical Education Curriculum Reforms in Pakistan: A Mixed Methods Study of Academic Leadership Perspectives,collaborator_recommendation,2,Addressing the Shortage of Academic Nurse Educators,collaborator_recommendation,0.8851684927940369,1
114,Undergraduate Medical Education Curriculum Reforms in Pakistan: A Mixed Methods Study of Academic Leadership Perspectives,collaborator_recommendation,3,The global landscape of academic guidelines for generative AI and Large Language Models,collaborator_recommendation,0.8831888437271118,1
114,Undergraduate Medical Education Curriculum Reforms in Pakistan: A Mixed Methods Study of Academic Leadership Perspectives,collaborator_recommendation,4,ChatGPT in Doctoral Supervision: Proposing a Tripartite Mentoring Model for AI-Assisted Academic Guidance,collaborator_recommendation,0.8819222450256348,1
114,Undergraduate Medical Education Curriculum Reforms in Pakistan: A Mixed Methods Study of Academic Leadership Perspectives,collaborator_recommendation,5,Conceptual model of knowledge management system for scholarly publication cycle in academic institution,collaborator_recommendation,0.8793145418167114,1
115,Conceptual model of knowledge management system for scholarly publication cycle in academic institution,collaborator_recommendation,1,Modeling Academic Research Collaborator Selection Using an Integrated Model,collaborator_recommendation,0.9304121732711792,1
115,Conceptual model of knowledge management system for scholarly publication cycle in academic institution,collaborator_recommendation,2,An Integrated Approach to Research Paper and Expertise Recommendation in Academic Research,collaborator_recommendation,0.9212017059326172,1
115,Conceptual model of knowledge management system for scholarly publication cycle in academic institution,collaborator_recommendation,3,Leveraging artificial intelligence for sustainable knowledge organisation in academic libraries,collaborator_recommendation,0.9009785652160645,1
